symbol,name,board,industry,total_mv_yi,tag_size,tag_style,tag_sector,status,error
300214.SZ,日科化学,创业板,基础化工,36.54134546,小盘,成长,周期,ok,
300223.SZ,北京君正,创业板,电子,563.5593103900001,中盘,成长,科技,ok,
300231.SZ,银信科技,创业板,计算机,51.13834184,小盘,成长,科技,ok,
300228.SZ,富瑞特装,创业板,机械,55.082635620000005,小盘,成长,制造,ok,
300160.SZ,秀强股份,创业板,建材,41.970983659999995,小盘,成长,周期,ok,
300165.SZ,天瑞仪器,创业板,机械,28.095514809999997,小盘,成长,制造,ok,
300232.SZ,洲明科技,创业板,电子,77.31749244,小盘,成长,科技,ok,
300230.SZ,永利股份,创业板,基础化工,39.19688786,小盘,成长,周期,ok,
300225.SZ,*ST金泰,创业板,基础化工,28.620861320000003,小盘,价值,周期,ok,
300153.SZ,科泰电源,创业板,电力设备及新能源,91.264,中盘,成长,制造,ok,
300235.SZ,方直科技,创业板,消费者服务,34.74103563,小盘,成长,消费,ok,
300135.SZ,宝利国际,创业板,石油石化,34.46784,小盘,价值,周期,ok,
300174.SZ,元力股份,创业板,基础化工,63.66397093,中盘,成长,周期,ok,
300227.SZ,光韵达,创业板,电子,70.68220697,小盘,成长,科技,ok,
300167.SZ,ST迪威迅,创业板,计算机,23.7907514,小盘,成长,科技,ok,
300142.SZ,沃森生物,创业板,医药,199.27882821,中盘,成长,科技,ok,
300169.SZ,天晟新材,创业板,基础化工,19.26567449,小盘,成长,周期,ok,
300240.SZ,飞力达,创业板,交通运输,26.120875390000002,小盘,价值,基础设施,ok,
300237.SZ,ST美晨,创业板,建筑,33.74080936,小盘,价值,基础设施,ok,
300156.SZ,神雾退(退市),创业板,电力及公用事业,1.2120293,小盘,价值,基础设施,ok,
300093.SZ,*ST金刚,创业板,建材,113.4,中盘,价值,周期,ok,
300243.SZ,瑞丰高材,创业板,基础化工,43.13061093,小盘,成长,周期,ok,
300238.SZ,冠昊生物,创业板,医药,39.77335515,小盘,成长,消费,ok,
300061.SZ,旗天科技,创业板,传媒,53.64208530999999,小盘,成长,科技,ok,
300244.SZ,迪安诊断,创业板,医药,119.37107228,小盘,成长,消费,ok,
300241.SZ,瑞丰光电,创业板,电子,48.80839014,小盘,成长,科技,ok,
300239.SZ,东宝生物,创业板,医药,31.46122045,小盘,成长,消费,ok,
300192.SZ,科德教育,创业板,消费者服务,67.44146811,中盘,成长,消费,ok,
300159.SZ,*ST新研,创业板,机械,111.21623085,中盘,成长,制造,ok,
300248.SZ,新开普,创业板,计算机,49.96894643,小盘,成长,科技,ok,
300249.SZ,依米康,创业板,计算机,78.62710693,小盘,成长,科技,ok,
300252.SZ,金信诺,创业板,国防军工,94.35692135,小盘,成长,制造,ok,
300250.SZ,初灵信息,创业板,计算机,46.725636109999996,小盘,成长,科技,ok,
300171.SZ,东富龙,创业板,医药,113.72546394,中盘,成长,制造,ok,
300253.SZ,卫宁健康,创业板,计算机,187.54842135,中盘,成长,科技,ok,
300181.SZ,佐力药业,创业板,医药,109.20600806,中盘,成长,制造,ok,
300260.SZ,新莱应材,创业板,机械,203.37322722,小盘,成长,制造,ok,
300258.SZ,精锻科技,创业板,汽车,75.5881038,小盘,成长,制造,ok,
300247.SZ,融捷健康,创业板,家电,36.90545037,小盘,成长,消费,ok,
300049.SZ,福瑞医科,创业板,医药,150.98326782,中盘,成长,科技,ok,
300261.SZ,雅本化学,创业板,基础化工,58.858208680000004,小盘,成长,周期,ok,
300262.SZ,*ST巴安(退市),创业板,电力及公用事业,4.55441559,小盘,价值,基础设施,ok,
300236.SZ,上海新阳,创业板,基础化工,275.33755963,中盘,成长,制造,ok,
300191.SZ,潜能恒信,创业板,机械,123.456,中盘,成长,制造,ok,
300182.SZ,捷成股份,创业板,传媒,153.70273896999998,中盘,成长,科技,ok,
300266.SZ,兴源环境,创业板,电力及公用事业,37.44675627,小盘,成长,基础设施,ok,
300267.SZ,尔康制药,创业板,医药,82.91671577,小盘,成长,消费,ok,
300277.SZ,汽轮科技,创业板,计算机,294.67630584,中盘,成长,科技,ok,
300279.SZ,和晶科技,创业板,家电,42.25819594,小盘,成长,制造,ok,
300219.SZ,鸿利智汇,创业板,电子,55.29038782000001,小盘,成长,科技,ok,
300161.SZ,华中数控,创业板,机械,58.37715098,小盘,成长,制造,ok,
300190.SZ,维尔利,创业板,电力及公用事业,39.25088667,小盘,价值,基础设施,ok,
300179.SZ,四方达,创业板,建材,123.13101626,中盘,成长,周期,ok,
300265.SZ,通光线缆,创业板,电力设备及新能源,87.76877058,小盘,成长,制造,ok,
300226.SZ,上海钢联,创业板,计算机,79.83971620999999,中盘,成长,科技,ok,
300278.SZ,华昌达,创业板,机械,65.88711127,小盘,成长,制造,ok,
300210.SZ,森远股份,创业板,机械,46.3882715,小盘,成长,制造,ok,
300117.SZ,*ST嘉寓(退市),创业板,建筑,3.082068,小盘,价值,周期,ok,
300196.SZ,长海股份,创业板,建材,79.37309697,中盘,成长,周期,ok,
300285.SZ,国瓷材料,创业板,基础化工,364.91967743000004,中盘,成长,制造,ok,
300283.SZ,温州宏丰,创业板,电力设备及新能源,48.05779407,小盘,成长,制造,ok,
300290.SZ,荣科科技,创业板,计算机,101.01377264999999,小盘,成长,科技,ok,
300287.SZ,飞利信,创业板,计算机,61.429718980000004,小盘,成长,科技,ok,
300291.SZ,百纳千成,创业板,传媒,63.389173510000006,小盘,成长,消费,ok,
300213.SZ,佳讯飞鸿,创业板,通信,47.01424461,小盘,成长,科技,ok,
300172.SZ,中电环保,创业板,电力及公用事业,35.865629999999996,小盘,价值,基础设施,ok,
300293.SZ,蓝英装备,创业板,机械,61.96801721,小盘,成长,制造,ok,
300286.SZ,安科瑞,创业板,电力设备及新能源,65.58018728,小盘,成长,制造,ok,
300294.SZ,博雅生物,创业板,医药,95.00046224,小盘,成长,消费,ok,
300292.SZ,吴通控股,创业板,通信,66.55154270999999,小盘,成长,科技,ok,
300211.SZ,*ST亿通,创业板,通信,25.226167009999998,小盘,成长,科技,ok,
300229.SZ,拓尔思,创业板,计算机,163.45447638000002,中盘,成长,科技,ok,
300298.SZ,三诺生物,创业板,医药,88.52224808999999,小盘,成长,消费,ok,
300300.SZ,海峡创新,创业板,计算机,84.9563157,小盘,成长,科技,ok,
300301.SZ,ST长方,创业板,电子,32.53085574,小盘,成长,科技,ok,
300224.SZ,正海磁材,创业板,有色金属,139.60506255,中盘,成长,周期,ok,
300204.SZ,舒泰神,创业板,医药,144.90841593,中盘,成长,科技,ok,
300307.SZ,慈星股份,创业板,机械,52.436272329999994,小盘,成长,制造,ok,
300201.SZ,海伦哲,创业板,汽车,122.59879824999999,中盘,成长,制造,ok,
300257.SZ,开山股份,创业板,机械,291.92996829,中盘,成长,制造,ok,
300175.SZ,ST朗源,创业板,农林牧渔,30.8374,小盘,成长,消费,ok,
300194.SZ,福安药业,创业板,医药,49.72997757,中盘,成长,消费,ok,
300234.SZ,开尔新材,创业板,建材,29.234240330000002,小盘,成长,周期,ok,
300314.SZ,戴维医疗,创业板,医药,36.5472,小盘,成长,消费,ok,
300245.SZ,天玑科技,创业板,计算机,42.890025640000005,小盘,成长,科技,ok,
300309.SZ,吉艾退(退市),创业板,综合金融,2.03808466,小盘,价值,金融,ok,
300178.SZ,腾邦退(退市),创业板,消费者服务,1.23301659,小盘,价值,消费,ok,
300313.SZ,*ST天山,创业板,农林牧渔,19.44607641,小盘,价值,消费,ok,
300242.SZ,佳云科技,创业板,传媒,30.5855618,小盘,成长,科技,ok,
300270.SZ,中威电子,创业板,计算机,36.18532035,小盘,成长,科技,ok,
300308.SZ,中际旭创,创业板,通信,9455.61702234,大盘,成长,科技,ok,
300256.SZ,星星科技,创业板,电子,79.62060785,中盘,成长,科技,ok,
300317.SZ,珈伟新能,创业板,电力设备及新能源,40.67923185,小盘,成长,制造,ok,
300318.SZ,博晖创新,创业板,医药,46.56332822,小盘,成长,科技,ok,
300259.SZ,新天科技,创业板,机械,57.08631398,中盘,成长,制造,ok,
300263.SZ,隆华科技,创业板,机械,107.64065541000001,中盘,成长,制造,ok,
300202.SZ,聚龙退(退市),创业板,计算机,2.74752,小盘,成长,科技,ok,
300288.SZ,朗玛信息,创业板,计算机,43.15511704,小盘,成长,科技,ok,
300324.SZ,旋极信息,创业板,计算机,82.75158950000001,小盘,成长,科技,ok,
300197.SZ,节能铁汉,创业板,建筑,49.52047794,中盘,成长,基础设施,ok,
300271.SZ,华宇软件,创业板,计算机,54.31347902,中盘,成长,科技,ok,
300264.SZ,佳创视讯,创业板,通信,37.570775569999995,小盘,成长,科技,ok,
300281.SZ,金明精机,创业板,机械,28.570588160000003,小盘,成长,制造,ok,
300328.SZ,宜安科技,创业板,有色金属,115.50786828000001,小盘,成长,周期,ok,
300251.SZ,光线传媒,创业板,传媒,489.02919161,中盘,成长,消费,ok,
300331.SZ,苏大维格,创业板,电子,121.2103551,小盘,成长,科技,ok,
300333.SZ,兆日科技,创业板,计算机,30.8784,小盘,成长,科技,ok,
300327.SZ,中颖电子,创业板,电子,88.07350438,小盘,成长,科技,ok,
300233.SZ,金城医药,创业板,医药,60.65218475,中盘,成长,科技,ok,
300275.SZ,梅安森,创业板,计算机,34.12696153,小盘,成长,科技,ok,
300325.SZ,德威退(退市),创业板,基础化工,2.51435771,小盘,价值,周期,ok,
300276.SZ,三丰智能,创业板,机械,101.29540818000001,中盘,成长,制造,ok,
300343.SZ,ST联创,创业板,基础化工,72.22214181999999,小盘,成长,周期,ok,
300342.SZ,天银机电,创业板,家电,242.73755303000002,小盘,成长,制造,ok,
300282.SZ,三盛退(退市),创业板,消费者服务,0.48659839,小盘,成长,消费,ok,
300338.SZ,ST开元,创业板,消费者服务,14.776326199999998,小盘,成长,消费,ok,
300341.SZ,麦克奥迪,创业板,电力设备及新能源,78.0772197,小盘,成长,制造,ok,
300272.SZ,开能健康,创业板,家电,50.20164365,小盘,成长,消费,ok,
300198.SZ,ST纳川,创业板,建材,26.61395233,小盘,价值,周期,ok,
300302.SZ,同有科技,创业板,计算机,116.89244032999999,中盘,成长,科技,ok,
300284.SZ,苏交科,创业板,建筑,85.24087475,中盘,价值,基础设施,ok,
300350.SZ,华鹏飞,创业板,交通运输,29.28083974,小盘,成长,基础设施,ok,
300274.SZ,阳光电源,创业板,电力设备及新能源,2752.18816536,大盘,成长,制造,ok,
300344.SZ,立方退,创业板,计算机,1.66843668,小盘,成长,科技,ok,
300299.SZ,富春股份,创业板,传媒,40.79673502,小盘,成长,消费,ok,
300297.SZ,蓝盾退(退市),创业板,计算机,2.87472232,小盘,成长,科技,ok,
300347.SZ,泰格医药,创业板,医药,495.9510048,中盘,成长,科技,ok,
300352.SZ,北信源,创业板,计算机,114.24613806,小盘,成长,科技,ok,
300354.SZ,东华测试,创业板,机械,51.26146649,小盘,成长,制造,ok,
300353.SZ,东土科技,创业板,通信,123.59346907999999,小盘,成长,科技,ok,
300351.SZ,永贵电器,创业板,机械,73.65870776,小盘,成长,制造,ok,
300296.SZ,利亚德,创业板,电子,210.44943243,大盘,成长,科技,ok,
300273.SZ,和佳退(退市),创业板,医药,0.0,小盘,成长,消费,ok,
300339.SZ,润和软件,创业板,计算机,324.69669988000004,中盘,成长,科技,ok,
300335.SZ,迪森股份,创业板,电力及公用事业,31.62592132,小盘,价值,基础设施,ok,
300334.SZ,津膜科技,创业板,电力及公用事业,21.65808603,小盘,成长,基础设施,ok,
300289.SZ,利德曼,创业板,医药,36.176763890000004,小盘,成长,科技,ok,
300303.SZ,聚飞光电,创业板,电子,144.65584431,中盘,成长,科技,ok,
300359.SZ,全通教育,创业板,消费者服务,31.35000439,小盘,成长,消费,ok,
300362.SZ,天翔退(退市),创业板,电力及公用事业,20.78965714,小盘,价值,基础设施,ok,
300280.SZ,紫天退(退市),创业板,传媒,0.53481696,,,,error,"ValueError: sector tag '传媒' not in ['制造', '周期', '基础设施', '消费', '科技', '金融']"
300310.SZ,宜通世纪,创业板,通信,56.24981428,中盘,成长,科技,ok,
300306.SZ,远方信息,创业板,机械,33.21640908,小盘,成长,制造,ok,
300305.SZ,裕兴股份,创业板,基础化工,23.68776347,小盘,成长,周期,ok,
300367.SZ,网力退(退市),创业板,计算机,3.4677403,小盘,成长,科技,ok,
300366.SZ,ST创意,创业板,计算机,34.0242644,小盘,成长,科技,ok,
300371.SZ,汇中股份,创业板,机械,25.37350103,小盘,成长,制造,ok,
300323.SZ,华灿光电,创业板,电子,166.51967657,中盘,成长,科技,ok,
300368.SZ,汇金股份,创业板,计算机,56.86142356,小盘,成长,科技,ok,
300376.SZ,易事特,创业板,电力设备及新能源,149.70586261,小盘,成长,制造,ok,
300319.SZ,麦捷科技,创业板,电子,111.39233466,中盘,成长,科技,ok,
300295.SZ,三六五网,创业板,传媒,19.58709666,小盘,成长,科技,ok,
300311.SZ,ST任子行,创业板,计算机,36.10657604,小盘,成长,科技,ok,
300360.SZ,炬华科技,创业板,电力设备及新能源,84.58378223,小盘,成长,制造,ok,
300377.SZ,赢时胜,创业板,计算机,135.48095563,小盘,成长,科技,ok,
300316.SZ,晶盛机电,创业板,机械,604.74270745,大盘,成长,制造,ok,
300312.SZ,邦讯退(退市),创业板,通信,0.9601200000000001,小盘,成长,科技,ok,
300356.SZ,光一退(退市),创业板,电力设备及新能源,0.0,小盘,成长,制造,ok,
300380.SZ,安硕信息,创业板,计算机,48.121413780000005,小盘,成长,科技,ok,
300357.SZ,我武生物,创业板,医药,140.1110784,小盘,成长,消费,ok,
300375.SZ,鹏翎股份,创业板,汽车,36.99928044,小盘,成长,制造,ok,
300320.SZ,海达股份,创业板,基础化工,57.83872916999999,中盘,成长,周期,ok,
300383.SZ,光环新网,创业板,计算机,326.6226203,中盘,成长,科技,ok,
300384.SZ,三联虹普,创业板,石油石化,49.76513334,小盘,成长,周期,ok,
300304.SZ,云意电气,创业板,汽车,114.5977552,中盘,成长,制造,ok,
300388.SZ,节能国祯,创业板,电力及公用事业,53.87044047,小盘,价值,基础设施,ok,
300361.SZ,奥赛康,创业板,,0.0,小盘,成长,制造,ok,
300337.SZ,银邦股份,创业板,有色金属,117.04527501000001,中盘,成长,周期,ok,
300336.SZ,新文退(退市),创业板,传媒,2.01557548,小盘,成长,消费,ok,
300393.SZ,中来股份,创业板,电力设备及新能源,108.9627358,小盘,成长,制造,ok,
300268.SZ,*ST佳沃,创业板,农林牧渔,24.335739999999998,小盘,价值,消费,ok,
300269.SZ,联建光电,创业板,传媒,40.68933443,小盘,成长,科技,ok,
300246.SZ,宝莱特,创业板,医药,44.10984971,小盘,成长,科技,ok,
300340.SZ,科恒股份,创业板,基础化工,31.1331628,小盘,成长,周期,ok,
300321.SZ,同大股份,创业板,基础化工,31.639440000000004,小盘,成长,周期,ok,
300399.SZ,天利科技,创业板,计算机,41.8912,小盘,成长,科技,ok,
300330.SZ,计通退(退市),创业板,计算机,4.16300435,小盘,成长,科技,ok,
300386.SZ,飞天诚信,创业板,计算机,60.407357999999995,小盘,成长,科技,ok,
300398.SZ,飞凯材料,创业板,基础化工,165.83183663,小盘,成长,制造,ok,
300348.SZ,长亮科技,创业板,计算机,112.46920951,中盘,成长,科技,ok,
300402.SZ,宝色股份,创业板,机械,47.33441732,小盘,成长,制造,ok,
300407.SZ,凯发电气,创业板,电力设备及新能源,43.5575111,小盘,成长,制造,ok,
300322.SZ,硕贝德,创业板,通信,147.58023948,中盘,成长,科技,ok,
300389.SZ,艾比森,创业板,电子,74.44753394,小盘,成长,科技,ok,
300315.SZ,掌趣科技,创业板,传媒,133.21446135,中盘,成长,科技,ok,
300410.SZ,正业科技,创业板,机械,36.01396159,小盘,成长,制造,ok,
300387.SZ,富邦科技,创业板,基础化工,24.656563639999998,小盘,成长,周期,ok,
300414.SZ,中光防雷,创业板,通信,46.58818169,小盘,成长,科技,ok,
300345.SZ,华民股份,创业板,建材,38.87541288,小盘,成长,周期,ok,
300415.SZ,伊之密,创业板,机械,114.61028574999999,小盘,成长,制造,ok,
300417.SZ,南华仪器,创业板,机械,16.99533216,小盘,成长,制造,ok,
300365.SZ,恒华科技,创业板,计算机,35.33148712,小盘,成长,科技,ok,
300416.SZ,苏试试验,创业板,机械,93.16595806,小盘,成长,制造,ok,
300419.SZ,ST浩丰,创业板,计算机,27.0299021,小盘,成长,科技,ok,
300346.SZ,南大光电,创业板,电子,342.12266699,中盘,成长,科技,ok,
300421.SZ,力星股份,创业板,机械,73.88986063,小盘,成长,制造,ok,
300349.SZ,金卡智能,创业板,机械,59.16084778,中盘,成长,制造,ok,
300418.SZ,昆仑万维,创业板,传媒,660.56882867,中盘,成长,科技,ok,
300406.SZ,九强生物,创业板,医药,70.2984045,小盘,成长,消费,ok,
300408.SZ,三环集团,创业板,电子,1248.9813366800001,大盘,成长,科技,ok,
300427.SZ,红相股份,创业板,电力设备及新能源,62.95481289,小盘,成长,制造,ok,
300424.SZ,航新科技,创业板,国防军工,45.5283652,小盘,成长,制造,ok,
300369.SZ,绿盟科技,创业板,计算机,66.38993255,中盘,成长,科技,ok,
300329.SZ,海伦钢琴,创业板,轻工制造,37.85745037,小盘,成长,制造,ok,
300429.SZ,强力新材,创业板,基础化工,77.22063974,小盘,成长,制造,ok,
300430.SZ,诚益通,创业板,机械,49.3941654,小盘,成长,制造,ok,
300434.SZ,金石亚药,创业板,医药,41.580490749999996,小盘,成长,消费,ok,
300432.SZ,富临精工,创业板,汽车,457.53184075999997,中盘,成长,制造,ok,
300431.SZ,暴风退(退市),创业板,传媒,0.92266864,小盘,成长,消费,ok,
300435.SZ,中泰股份,创业板,电力设备及新能源,107.4982131,小盘,成长,制造,ok,
300254.SZ,仟源医药,创业板,医药,30.675815850000003,小盘,成长,消费,ok,
300437.SZ,清水源,创业板,基础化工,39.23249552,小盘,成长,周期,ok,
300373.SZ,扬杰科技,创业板,电子,427.56037359,大盘,成长,科技,ok,
300436.SZ,广生堂,创业板,医药,185.546055,小盘,成长,消费,ok,
300441.SZ,鲍斯股份,创业板,机械,46.46238408,小盘,成长,制造,ok,
300443.SZ,金雷股份,创业板,电力设备及新能源,99.11367154,小盘,成长,制造,ok,
300355.SZ,蒙草生态,创业板,建筑,60.47992645000001,中盘,成长,基础设施,ok,
300447.SZ,全信股份,创业板,国防军工,62.61823019,小盘,成长,制造,ok,
300444.SZ,双杰电气,创业板,电力设备及新能源,122.10977626,小盘,成长,制造,ok,
300438.SZ,鹏辉能源,创业板,电力设备及新能源,347.20624972999997,中盘,成长,制造,ok,
300255.SZ,常山药业,创业板,医药,401.35388542,大盘,成长,消费,ok,
300440.SZ,运达科技,创业板,计算机,72.43233568,小盘,成长,科技,ok,
300370.SZ,安控科技,创业板,机械,39.29094325,小盘,成长,制造,ok,
300448.SZ,浩云科技,创业板,计算机,45.461947710000004,小盘,成长,科技,ok,
300423.SZ,昇辉科技,创业板,电力设备及新能源,39.99990772,小盘,成长,制造,ok,
300451.SZ,创业慧康,创业板,计算机,69.4007862,小盘,成长,科技,ok,
300379.SZ,东通退(退市),创业板,计算机,9.59627264,小盘,成长,科技,ok,
300442.SZ,润泽科技,创业板,计算机,1541.02255498,大盘,成长,科技,ok,
300452.SZ,山河药辅,创业板,医药,34.60543165,小盘,成长,制造,ok,
300450.SZ,先导智能,创业板,机械,937.5640030400001,中盘,成长,制造,ok,
300332.SZ,天壕能源,创业板,电力及公用事业,48.62570744,小盘,红利,基础设施,ok,
300455.SZ,航天智装,创业板,计算机,183.10260047,中盘,成长,科技,ok,
300378.SZ,鼎捷数智,创业板,计算机,111.25478474999998,中盘,成长,科技,ok,
300456.SZ,赛微电子,创业板,电子,409.30714191,中盘,成长,科技,ok,
300453.SZ,三鑫医疗,创业板,医药,48.76267129,小盘,成长,消费,ok,
300449.SZ,汉邦高科,创业板,计算机,27.408555219999997,小盘,成长,科技,ok,
300458.SZ,全志科技,创业板,电子,316.63394374,小盘,成长,科技,ok,
300400.SZ,劲拓股份,创业板,机械,69.31819105999999,中盘,成长,制造,ok,
300374.SZ,中铁装配,创业板,建材,34.55068335,小盘,成长,周期,ok,
300382.SZ,斯莱克,创业板,机械,81.63355924,中盘,成长,制造,ok,
300466.SZ,赛摩智能,创业板,电力设备及新能源,46.96597293,小盘,成长,制造,ok,
300390.SZ,天华新能,创业板,基础化工,729.31611679,大盘,成长,周期,ok,
300394.SZ,天孚通信,创业板,通信,2948.5829913800003,大盘,成长,科技,ok,
300405.SZ,科隆股份,创业板,基础化工,17.14767206,小盘,成长,周期,ok,
300470.SZ,中密控股,创业板,机械,76.32195748,小盘,成长,制造,ok,
300411.SZ,金盾股份,创业板,机械,44.06676876,小盘,成长,制造,ok,
300469.SZ,信息发展,创业板,计算机,139.31162803,小盘,成长,科技,ok,
300363.SZ,博腾股份,创业板,医药,118.41605015,中盘,成长,科技,ok,
300471.SZ,厚普股份,创业板,机械,61.91990487,小盘,成长,制造,ok,
300475.SZ,香农芯创,创业板,电子,739.72623245,中盘,成长,科技,ok,
300477.SZ,ST合纵,创业板,电力设备及新能源,26.800467180000002,小盘,成长,制造,ok,
300479.SZ,神思电子,创业板,计算机,38.107703289999996,小盘,成长,科技,ok,
300460.SZ,ST惠伦,创业板,电子,24.87925664,小盘,成长,科技,ok,
300482.SZ,万孚生物,创业板,医药,83.22567338,小盘,成长,消费,ok,
300483.SZ,首华燃气,创业板,电力及公用事业,74.33573572,小盘,价值,基础设施,ok,
300478.SZ,杭州高新,创业板,基础化工,33.821690999999994,小盘,成长,周期,ok,
300395.SZ,菲利华,创业板,国防军工,585.98432911,大盘,成长,制造,ok,
300480.SZ,光力科技,创业板,机械,128.43021994,小盘,成长,制造,ok,
300481.SZ,濮阳惠成,创业板,基础化工,43.42808917,小盘,成长,周期,ok,
300433.SZ,蓝思科技,创业板,电子,1371.9447521099999,大盘,成长,科技,ok,
300403.SZ,汉宇集团,创业板,家电,72.6615,中盘,成长,消费,ok,
300486.SZ,东杰智能,创业板,机械,114.802034,小盘,成长,制造,ok,
300490.SZ,华自科技,创业板,电力设备及新能源,81.52815283,小盘,成长,制造,ok,
300491.SZ,通合科技,创业板,电力设备及新能源,47.66012532,小盘,成长,制造,ok,
300358.SZ,楚天科技,创业板,医药,75.72830422,中盘,成长,制造,ok,
300494.SZ,盛天网络,创业板,传媒,58.02734199,小盘,成长,消费,ok,
300489.SZ,光智科技,创业板,机械,98.69073658,小盘,成长,制造,ok,
300397.SZ,天和防务,创业板,国防军工,61.96111838,小盘,成长,科技,ok,
300496.SZ,中科创达,创业板,计算机,282.63701973,中盘,成长,科技,ok,
300498.SZ,温氏股份,创业板,农林牧渔,1119.85596964,大盘,价值,消费,ok,
300497.SZ,富祥药业,创业板,医药,101.48145917,小盘,成长,制造,ok,
300422.SZ,博世科,创业板,电力及公用事业,24.2915577,小盘,成长,基础设施,ok,
300420.SZ,五洋自控,创业板,机械,41.1945534,小盘,成长,制造,ok,
300385.SZ,ST雪浪,创业板,电力及公用事业,53.07014697,中盘,价值,基础设施,ok,
300499.SZ,高澜股份,创业板,机械,130.03588825999998,小盘,成长,制造,ok,
300500.SZ,启迪设计,创业板,建筑,18.423938630000002,小盘,成长,基础设施,ok,
300501.SZ,海顺新材,创业板,轻工制造,37.54639664,小盘,成长,制造,ok,
300509.SZ,新美星,创业板,机械,37.10928,小盘,成长,制造,ok,
300503.SZ,昊志机电,创业板,机械,182.74766083,小盘,成长,制造,ok,
300428.SZ,立中集团,创业板,有色金属,147.46859205,中盘,成长,周期,ok,
300502.SZ,新易盛,创业板,通信,5854.71484768,大盘,成长,科技,ok,
300508.SZ,维宏股份,创业板,机械,42.504491869999995,小盘,成长,制造,ok,
300457.SZ,赢合科技,创业板,机械,185.68263937999998,中盘,成长,制造,ok,
300511.SZ,雪榕生物,创业板,农林牧渔,47.42267918,小盘,成长,消费,ok,
300464.SZ,星徽股份,创业板,商贸零售,37.2207386,小盘,成长,消费,ok,
300445.SZ,康斯特,创业板,机械,46.26725683,小盘,成长,制造,ok,
300426.SZ,华智数媒,创业板,传媒,34.18405528,小盘,成长,科技,ok,
300425.SZ,中建环能,创业板,电力及公用事业,33.22435034,小盘,成长,基础设施,ok,
300510.SZ,金冠股份,创业板,电力设备及新能源,34.71947847,小盘,成长,制造,ok,
300518.SZ,新迅达,创业板,商贸零售,42.61425379,小盘,成长,消费,ok,
300513.SZ,恒实科技,创业板,计算机,27.761667219999996,小盘,成长,科技,ok,
300409.SZ,道氏技术,创业板,基础化工,208.46934597,大盘,成长,周期,ok,
300454.SZ,深信服,创业板,计算机,487.74804396,大盘,成长,科技,ok,
300506.SZ,ST名家汇,创业板,建筑,72.42030571,小盘,价值,基础设施,ok,
300520.SZ,科大国创,创业板,计算机,108.63553870000001,小盘,成长,科技,ok,
300364.SZ,中文在线,创业板,传媒,208.20533372,中盘,成长,科技,ok,
300522.SZ,世名科技,创业板,基础化工,44.85300462,小盘,成长,制造,ok,
300521.SZ,爱司凯,创业板,机械,40.651695000000004,小盘,成长,制造,ok,
300523.SZ,辰安科技,创业板,计算机,50.94764272,小盘,成长,科技,ok,
300372.SZ,欣泰退(退市),创业板,电力设备及新能源,2.53904683,小盘,成长,制造,ok,
300526.SZ,中潜退(退市),创业板,综合,1.14379422,小盘,价值,周期,ok,
300527.SZ,ST应急,创业板,国防军工,82.56175420999999,小盘,成长,制造,ok,
300326.SZ,ST凯利,创业板,医药,49.11536872,小盘,价值,消费,ok,
300468.SZ,四方精创,创业板,计算机,167.57904105,中盘,成长,科技,ok,
300439.SZ,美康生物,创业板,医药,38.04756269,小盘,成长,科技,ok,
300412.SZ,迦南科技,创业板,医药,25.88334512,小盘,成长,制造,ok,
300487.SZ,蓝晓科技,创业板,基础化工,373.14524230999996,中盘,成长,制造,ok,
300534.SZ,陇神戎发,创业板,医药,28.484095500000002,小盘,成长,消费,ok,
300531.SZ,优博讯,创业板,计算机,65.01849041,小盘,成长,科技,ok,
300446.SZ,航天智造,创业板,基础化工,173.30907276000002,中盘,成长,周期,ok,
300401.SZ,花园生物,创业板,医药,75.02853152,中盘,成长,消费,ok,
300461.SZ,田中精机,创业板,机械,92.69485962,中盘,成长,制造,ok,
300465.SZ,高伟达,创业板,计算机,66.91740304000001,中盘,成长,科技,ok,
300516.SZ,久之洋,创业板,电子,111.852,小盘,成长,科技,ok,
300541.SZ,先进数通,创业板,计算机,63.56057592,小盘,成长,科技,ok,
300532.SZ,今天国际,创业板,计算机,54.07482841,小盘,成长,科技,ok,
300463.SZ,迈克生物,创业板,医药,64.39699546,中盘,成长,科技,ok,
300538.SZ,同益股份,创业板,基础化工,29.507192540000002,小盘,成长,周期,ok,
300459.SZ,汤姆猫,创业板,传媒,145.20299178,中盘,成长,科技,ok,
300467.SZ,迅游科技,创业板,传媒,65.12716949,中盘,成长,科技,ok,
300553.SZ,集智股份,创业板,机械,48.01739906,小盘,成长,制造,ok,
300549.SZ,优德精密,创业板,机械,23.174492,小盘,成长,制造,ok,
300476.SZ,胜宏科技,创业板,电子,2848.2015810899998,大盘,成长,科技,ok,
300548.SZ,长芯博创,创业板,通信,758.23487916,中盘,成长,科技,ok,
300413.SZ,芒果超媒,创业板,传媒,393.78673155999996,中盘,成长,消费,ok,
300404.SZ,博济医药,创业板,医药,39.319443670000005,小盘,成长,科技,ok,
300396.SZ,迪瑞医疗,创业板,医药,31.115088370000002,小盘,成长,消费,ok,
300559.SZ,佳发教育,创业板,计算机,60.2467967,小盘,成长,科技,ok,
300473.SZ,德尔股份,创业板,汽车,59.464924710000005,中盘,成长,制造,ok,
300562.SZ,乐心医疗,创业板,医药,29.09748187,小盘,成长,消费,ok,
300564.SZ,筑博设计,创业板,建筑,24.14888544,小盘,成长,基础设施,ok,
300474.SZ,景嘉微,创业板,国防军工,322.14248906,中盘,成长,科技,ok,
